# Id ,ECD(um) ,C  ,O  ,Na ,Mg ,Al ,Si ,P  ,S  ,Cl ,K  ,Ca ,Mn ,Fe ,Sc ,Ti ,Co 
88533,1.169104889,85.45667661,14.39100068,0,0,0,0,0,0,0,0,0,0,0,0.152322712,0,0
88534,1.079034952,87.30043986,12.34551094,0,0,0,0.086808068,0,0.117959935,0,0,0,0,0,0.149281196,0,0
88555,1.079034952,78.70542579,20.37922011,0,0,0,0,0,0,0,0,0.791703172,0,0,0.123650926,0,0
88574,1.190558145,80.11635505,18.4037322,0.156654164,0.125413721,0.229248815,0.594733528,0,0.139546381,0,0.032948048,0,0.071675773,0,0.129692316,0,0
88585,1.018705205,85.1373916,14.73171926,0,0,0,0,0,0,0,0,0,0,0,0.130889142,0,0
88623,1.018705205,86.38180105,13.39957588,0,0,0,0.080877085,0,0,0,0,0,0,0,0.137745986,0,0
88654,1.018705205,99.67710999,0,0,0,0,0.124097123,0,0,0,0,0,0,0,0.198792892,0,0
88659,2.755606651,77.92403404,20.40380966,0,0.096925544,0.433165011,0.876776855,0,0,0,0,0.064483301,0.128175471,0,0.072630114,0,0
88670,1.04325584,99.69495055,0,0,0,0,0.130508849,0,0,0,0,0,0,0,0.174540602,0,0
88693,1.500899456,79.11884617,19.84856282,0,0,0,0.239643648,0,0.264913735,0,0,0.388955754,0.0356384,0,0.103439465,0,0
88707,1.018705205,86.1494011,13.78354151,0,0,0,0.067057384,0,0,0,0,0,0,0,0,0,0
88720,1.211631606,86.234894,13.5550199,0,0,0,0.072452214,0,0,0,0,0,0,0,0.137633886,0,0
88749,1.006205281,99.65063058,0,0,0,0,0.116732872,0,0,0,0,0,0,0,0.232636543,0,0
88770,1.124971704,87.01298565,12.7801972,0,0,0,0.083865613,0,0,0,0,0,0,0,0.122951535,0,0
88778,1.405089208,85.96663229,13.91882662,0,0,0,0,0,0,0,0,0,0,0,0.114541091,0,0
88782,4.875165831,84.18537752,15.68995786,0,0,0,0,0,0,0,0,0,0,0,0.124664612,0,0
88784,1.090700534,85.72262376,14.1347445,0,0,0,0,0,0,0,0,0,0,0,0.142631747,0,0
88785,1.321542524,86.18181242,13.58345179,0,0,0,0.09677987,0,0,0,0,0,0,0,0.137955915,0,0
88976,2.043612587,84.92244546,14.93335928,0,0,0,0.062946178,0,0,0,0,0,0,0,0.081249078,0,0
88977,3.70728959,83.1384632,16.63090092,0,0,0,0.07243308,0,0,0.059970013,0,0,0,0,0.098232785,0,0
88979,1.018705205,78.67883767,19.66126742,0.400846849,0,0.308451242,0.816321491,0,0,0,0,0,0.04033708,0,0.093938249,0,0
88982,2.575177935,77.45862261,21.15906911,0,0.117524837,0.323326138,0.633845645,0,0,0,0,0.116308649,0.086028514,0,0.105274497,0,0
88994,1.928924655,78.51584527,19.58304537,0,0,0.412172537,1.079658687,0,0,0,0.287014724,0,0.042695287,0,0.079568121,0,0
89003,2.444064136,75.248854,21.81311165,0.216451163,0.522146199,0.588547743,1.103836865,0,0,0,0.11839395,0.033509131,0.296278964,0,0.058870331,0,0
89012,2.122592366,84.63074804,15.07424814,0.220883736,0,0,0.074120078,0,0,0,0,0,0,0,0,0,0
89018,1.827862666,84.09220167,15.78573136,0,0,0,0,0,0,0,0,0,0,0,0.122066973,0,0
89024,1.396053171,86.0160807,13.77396956,0,0,0,0.092334387,0,0,0,0,0,0,0,0.117615351,0,0
89032,1.542483488,77.99723546,19.97873886,0,0.088241874,0.673374487,0.773856799,0,0.115853734,0,0.053217605,0.066500344,0.174561753,0,0.078419085,0,0
89038,1.431855217,82.85709252,16.26204416,0.10341557,0.127627905,0,0.418430674,0,0,0,0.0266007,0,0.098868189,0,0.105920276,0,0
89045,1.582975503,86.23931179,13.63991589,0,0,0,0,0,0,0,0,0,0,0,0.120772321,0,0
89056,1.113665169,83.88026647,15.9735894,0,0,0,0,0,0,0,0,0,0,0,0.146144125,0,0
89058,1.542483488,84.33678548,15.53799037,0,0,0,0,0,0,0,0,0,0,0,0.125224151,0,0
89076,1.302248897,87.30269017,12.52128863,0,0,0,0.056574142,0,0,0,0,0,0,0,0.119447051,0,0
89082,5.448859415,56.05952603,36.55298703,0,0,0,0.084613871,0,0,0,0,7.189874962,0,0,0.11299811,0,0
89083,1.211631606,83.96248082,15.89922068,0,0,0,0,0,0,0,0,0,0,0,0.13829851,0,0
89095,1.525985864,83.93112459,15.22516764,0.548803054,0,0,0,0,0,0.160303924,0,0,0,0,0.134600789,0,0
89101,1.179880277,83.20076143,15.85509517,0.685012441,0,0,0,0,0,0.150488257,0,0,0,0,0.108642711,0,0
89118,1.827862666,84.83386621,15.04797826,0,0,0,0,0,0,0,0,0,0,0,0.118155526,0,0
89121,2.012410563,85.16198285,14.62931742,0,0,0,0.079149252,0,0,0,0,0,0,0,0.129550483,0,0
89137,2.104629344,74.30471188,23.76705591,0,0.273595283,0,0.139869082,0,0,0,0,1.426643998,0,0,0.088123839,0,0
89153,1.422989155,85.49827761,14.29552142,0,0,0,0.080681291,0,0,0,0,0,0,0,0.125519673,0,0
89160,1.169104889,85.2070733,14.7929267,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89173,2.140404643,84.36131558,15.51096931,0,0,0,0,0,0,0,0,0,0,0,0.127715108,0,0
89175,7.997591506,78.03200625,21.80725702,0,0,0,0,0,0,0.061439214,0,0,0,0,0.09929752,0,0
89176,1.136165728,85.11278468,14.69734718,0,0,0,0.07893624,0,0,0,0,0,0,0,0.110931902,0,0
89203,1.272760193,85.59535884,14.21673891,0,0,0,0.05732586,0,0,0,0,0,0,0,0.130576385,0,0
89205,1.10224266,84.71721585,15.28278415,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89227,1.006205281,85.08009142,14.68101289,0,0,0,0.087161809,0,0,0,0,0,0,0,0.151733884,0,0
