# Id ,Class ,Area (µm²) ,Aspect Ratio ,Breadth (µm) ,Direction (°) ,ECD (µm) ,Length (µm) ,Perimeter (µm) ,Shape ,Stage X ,Stage Y ,Count ,C  Apparent Concentration (%) ,C   k ratio ,C  Wt% ,C   Wt% ? ,O  Apparent Concentration (%) ,O   k ratio ,O  Wt% ,O   Wt% ? ,Na Apparent Concentration (%) ,Na  k ratio ,Na Wt% ,Na  Wt% ? ,Mg Apparent Concentration (%) ,Mg  k ratio ,Mg Wt% ,Mg  Wt% ? ,Al Apparent Concentration (%) ,Al  k ratio ,Al Wt% ,Al  Wt% ? ,Si Apparent Concentration (%) ,Si  k ratio ,Si Wt% ,Si  Wt% ? ,P  Apparent Concentration (%) ,P   k ratio ,P  Wt% ,P   Wt% ? ,S  Apparent Concentration (%) ,S   k ratio ,S  Wt% ,S   Wt% ? ,Cl Apparent Concentration (%) ,Cl  k ratio ,Cl Wt% ,Cl  Wt% ? ,K  Apparent Concentration (%) ,K   k ratio ,K  Wt% ,K   Wt% ? ,Ca Apparent Concentration (%) ,Ca  k ratio ,Ca Wt% ,Ca  Wt% ? ,Mn Apparent Concentration (%) ,Mn  k ratio ,Mn Wt% ,Mn  Wt% ? ,Fe Apparent Concentration (%) ,Fe  k ratio ,Fe Wt% ,Fe  Wt% ? ,Sc Apparent Concentration (%) ,Sc  k ratio ,Sc Wt% ,Sc  Wt% ? ,Ti Apparent Concentration (%) ,Ti  k ratio ,Ti Wt% ,Ti  Wt% ? ,Co Apparent Concentration (%) ,Co  k ratio ,Co Wt% ,Co  Wt% ? ,Ni Apparent Concentration (%) ,Ni  k ratio ,Ni Wt% ,Ni  Wt% ? ,Cu Apparent Concentration (%) ,Cu  k ratio ,Cu Wt% ,Cu  Wt% ? ,Pb Apparent Concentration (%) ,Pb  k ratio ,Pb Wt% ,Pb  Wt% ? ,C  Normalized ,O  Normalized ,Na Normalized ,Mg Normalized ,Al Normalized ,Si Normalized ,P  Normalized ,S  Normalized ,Cl Normalized ,K  Normalized ,Ca Normalized ,Mn Normalized ,Fe Normalized ,Sc Normalized ,Ti Normalized ,Co Normalized ,Ni Normalized ,Cu Normalized ,Pb Normalized
11278,0,1.312039804,1.418367274,1.159263718,30.9375,1.292494086,1.64426172,4.328904553,1.136577739,2.702971021,-0.804951191,322772,26.95772648,0.269577265,35.60816646,0.179551868,3.278939053,0.011033964,8.796911687,0.183839013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134427007,0.00134427,0.183584122,0.044754005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11289,0,1.510833714,1.240338724,1.296074279,105.46875,1.386958265,1.607571118,4.361338569,1.001873923,2.654457621,-0.801438911,313119,28.89059782,0.288905978,50.13298988,0.280597433,6.722146273,0.022620708,16.1025703,0.268528913,0,0,0,0,0,0,0,0,0.10173663,0.000730707,0.115491648,0.023945833,0.441476516,0.003498287,0.468704011,0.023561226,0.222455384,0.001916366,0.227190275,0.020821232,0,0,0,0,0,0,0,0,0.185099314,0.001653835,0.18744556,0.020481557,0,0,0,0,1.746278815,0.017462788,2.217858285,0.055404205,0,0,0,0,0,0,0,0,0.430445932,0.004304459,0.581966294,0.059716793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11304,0,1.610230669,1.342877537,1.368952927,147.65625,1.431855217,1.838336135,4.89602246,1.184646689,2.674742843,-0.79573489,321745,29.33702469,0.293370247,39.47340846,0.213828008,3.395043686,0.011424669,9.234275669,0.195581978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10839391,0.001083939,0.147898484,0.046110401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11312,0,0.81505503,1.581133141,0.845965765,108.28125,1.018705205,1.337584507,3.305405397,1.066725477,2.688412971,-0.793717681,315292,24.36956614,0.243695661,31.53502941,0.162648072,2.468730882,0.008307531,6.813315302,0.161104777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13808345,0.001380834,0.188727875,0.042821214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11348,0,2.922270473,1.707478964,1.669964559,98.4375,1.928924655,2.851429354,7.321099377,1.459561269,2.763918524,-0.862931756,315588,24.17522967,0.241752297,44.85006332,0.254268874,5.357616395,0.018028926,13.90620172,0.238159578,0.339247705,0.00143173,0.365552725,0.033651624,0,0,0,0,0,0,0,0,0,0,0,0,1.188494824,0.010238417,1.193081122,0.026365646,0,0,0,0,0,0,0,0,1.335073076,0.011928679,1.365169883,0.028542514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199523242,0.001995232,0.270359823,0.049741165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11353,0,1.312039804,1.463068016,1.127954353,160.3125,1.292494086,1.650273937,4.13986525,1.03947856,2.765881721,-0.859541661,310884,29.64194715,0.296419472,44.51443553,0.233815634,5.070314184,0.017062126,12.58454621,0.227922807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.398640405,0.013986404,1.7805323,0.049906713,0,0,0,0,0,0,0,0,0.333188125,0.003331881,0.451951753,0.054157356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11401,0,1.013848939,2.275103706,0.979870722,108.28125,1.136165728,2.229307511,5.795350347,2.636187375,2.760817942,-0.818810137,323712,24.46167469,0.244616747,31.41257167,0.157516287,2.44939439,0.008242462,6.775549054,0.158877764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094385725,0.000943857,0.129064487,0.04048101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11514,0,0.795175639,1.355256978,0.986960059,18.28125,1.006205281,1.337584507,3.337839413,1.114956559,2.955137729,-0.828327119,313697,27.31127143,0.273112714,35.38293242,0.17638607,2.867649496,0.009649933,7.873868942,0.174424297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128895766,0.001288958,0.176176464,0.044032186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11537,0,2.723476563,1.201849768,1.794564386,11.25,1.862159515,2.156796791,6.030258276,1.062522953,2.946463914,-0.805231399,326792,24.96044636,0.249604464,47.74875641,0.291505177,9.780517966,0.032912441,20.84842026,0.291416701,0,0,0,0,0.661255093,0.004385526,0.88645909,0.034581043,0,0,0,0,0.221160497,0.001752489,0.244002347,0.022448144,0,0,0,0,0,0,0,0,0,0,0,0,1.114981063,0.00996219,1.117209718,0.029835358,0,0,0,0,3.763527051,0.037635271,4.751176015,0.072826236,0,0,0,0,0,0,0,0,0.295512262,0.002955123,0.3961307,0.057836127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11596,0,0.795175639,1.644421816,0.923389688,67.5,1.006205281,1.518442147,4.504509246,2.030589026,3.073250065,-0.861311583,318159,25.3138721,0.253138721,32.73433149,0.165353902,2.562892064,0.008624393,7.074205577,0.166353479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13883448,0.001388345,0.189762807,0.042008888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11696,0,0.914451985,1.098410353,1.096678236,21.09375,1.079034952,1.204602728,3.337839413,0.969527442,3.059539255,-0.805943956,316869,31.66637123,0.316663712,48.19204509,0.281385682,4.615023732,0.015530027,12.24873513,0.234616804,0,0,0,0,0.077373313,0.000513149,0.091695285,0.02095369,0.156034681,0.001120694,0.169265934,0.020795388,0.435466366,0.003450662,0.449193735,0.020714513,0,0,0,0,0,0,0,0,0,0,0,0,0.08725542,0.000779614,0.089350733,0.017927037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20012483,0.002001248,0.272311666,0.047888479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11703,0,0.795175639,1.529705017,0.996980215,146.25,1.006205281,1.525085636,4.093996624,1.677343577,3.060787218,-0.79931324,322881,31.68099225,0.316809922,40.75583816,0.194399583,3.267978132,0.01099708,9.001083672,0.194350933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10480379,0.001048038,0.143306609,0.045168045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11761,0,4.214430886,1.149046005,2.255908706,157.5,2.316458517,2.592142886,7.256231344,0.994199272,3.172923686,-0.85374837,318327,30.53988814,0.305398881,64.39167857,0.545620872,12.32647896,0.04147986,28.36540937,0.416460214,0,0,0,0,0.178066408,0.001180959,0.219737855,0.027671945,0.756049808,0.005430208,0.843653269,0.031768437,1.592254452,0.012617121,1.68593619,0.033883346,1.002580766,0.008636841,1.032235939,0.029614088,0,0,0,0,0.221086666,0.001872828,0.219339714,0.021765749,1.185941137,0.010596207,1.213549078,0.031933087,0,0,0,0,0.536402315,0.005364023,0.688306382,0.043919843,0,0,0,0,0.07225828,0.000722583,0.090955378,0.025901399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11780,0,0.894572594,1.343707825,1.196376258,127.96875,1.067241867,1.607580139,5.606311044,2.795946942,3.113246795,-0.842375713,315870,19.57392097,0.19573921,26.80592835,0.158788438,1.831614599,0.00616357,5.15598841,0.135152217,0,0,0,0,0,0,0,0,0,0,0,0,0.051226083,0.000405919,0.052237784,0.013149566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1505172,0.001505172,0.205226475,0.038392091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11795,0,0.834934421,2.722624984,0.69478175,116.71875,1.031053598,1.89163015,4.172299267,1.659161546,3.209672125,-0.837558597,314961,29.59686816,0.295968682,38.82893622,0.191114086,3.424401209,0.01152346,9.261419624,0.191155821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143428193,0.001434282,0.195934973,0.045090701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11851,0,1.888542142,1.360136307,1.409942941,16.875,1.550666482,1.917714585,4.89602246,1.010067177,3.164182468,-0.809362619,311973,31.62786663,0.316278666,41.56040549,0.211598864,3.815660626,0.012840088,10.2535747,0.220865477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116813369,0.001168134,0.159581541,0.051066995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11889,0,4.890330179,1.429282664,2.514988705,154.6875,2.495307951,3.594629756,9.80547953,1.564550654,3.150603339,-0.7955881,310296,26.15511715,0.261551172,49.89854097,0.297752977,8.790884167,0.029582223,20.28366923,0.324788969,0,0,0,0,0,0,0,0,0.46654176,0.003350862,0.518893357,0.025116079,1.596371457,0.012649745,1.685277559,0.030692419,0,0,0,0,0,0,0,0,0,0,0,0,0.178119517,0.001591471,0.181900535,0.019451538,0,0,0,0,0.424272753,0.004242728,0.542870304,0.037426088,0,0,0,0,0.061797904,0.000617979,0.077436084,0.022517341,0.178570265,0.001785703,0.241574389,0.050663814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11892,0,1.64998945,1.182337504,1.395772301,19.6875,1.44942465,1.650273937,4.550377872,0.998628357,3.13339855,-0.794514609,323302,28.53900194,0.285390019,30.93053401,0.157476659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112825236,0.000894034,0.110646978,0.016060572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144404022,0.00144404,0.198964588,0.048272623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11921,0,0.854813812,1.355256978,0.986960059,161.71875,1.04325584,1.337584507,3.337839413,1.037168892,2.5891373,-0.779851605,317647,28.90756428,0.289075643,38.20383251,0.190517749,3.471410647,0.011681652,9.331016988,0.190176675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163721689,0.001637217,0.22357367,0.046383979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11922,0,23.49744013,1.370056769,5.063487912,142.03125,5.469723025,6.93726589,18.3984206,1.146385463,2.622404198,-0.777349369,321526,28.90918255,0.289091825,68.03155541,0.555810472,12.74624467,0.042892415,28.48235071,0.329581741,0,0,0,0,0.504083559,0.003343145,0.616999203,0.031430466,1.88819766,0.01356168,2.107612975,0.039550191,3.515737131,0.027858915,3.790236637,0.04559113,0,0,0,0,0,0,0,0,0.418406632,0.003544328,0.417949492,0.023785635,0.076118286,0.000680106,0.078023138,0.020446694,0,0,0,0,1.205514744,0.012055147,1.536781248,0.052338711,0,0,0,0,0,0,0,0,0.209607696,0.002096077,0.282091158,0.056722428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11962,0,1.689748232,1.249489561,1.395772301,14.0625,1.466783648,1.744002918,4.739417174,1.057835192,2.566646114,-0.75679963,318087,29.29706275,0.292970628,37.9445821,0.188253657,3.148546442,0.01059518,8.616736531,0.190440298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11069118,0.001106912,0.151308288,0.046557892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11970,0,1.987939097,1.185306596,1.550937235,122.34375,1.590950241,1.838336135,5.241667049,1.099830915,2.555495122,-0.752887074,321526,38.35641444,0.383564144,49.23254848,0.307741947,3.799401224,0.012785373,10.55074781,0.21601615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195435924,0.00165554,0.193433883,0.018607793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142350094,0.001423501,0.194575125,0.048213746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12031,0,0.854813812,1.220518214,0.986960059,21.09375,1.04325584,1.204602728,3.227102754,0.969491918,2.532680882,-0.716864582,311237,27.75157988,0.277515799,36.1006707,0.183833542,2.940659039,0.009895618,8.06100443,0.185152784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155332999,0.00155333,0.212259172,0.04658617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12032,0,1.530713105,1.774132354,1.173388223,61.875,1.396053171,2.081746011,5.085061763,1.344277099,2.61248236,-0.716329945,318580,25.45710504,0.25457105,33.48103464,0.17406299,3.014168516,0.010142985,8.122269809,0.178069237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119897677,0.001198977,0.16377517,0.04486308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12057,0,1.03372833,1.504793186,1.096678236,160.3125,1.147250534,1.650273937,4.093996624,1.29026429,2.683086693,-0.793314737,316523,24.6851027,0.246851027,25.5718708,0.131405785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110952789,0.001109528,0.15296326,0.04306701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12058,0,0.795175639,2.303499129,0.69788615,127.96875,1.006205281,1.607580139,3.715918019,1.381844955,2.667153972,-0.793224184,314647,23.09494019,0.230949402,26.63223147,0.151363469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070516043,0.000558773,0.069117232,0.013676318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125636882,0.001256369,0.172572548,0.041804204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12066,0,0.795175639,1.912131272,0.797584172,123.75,1.006205281,1.525085636,3.715918019,1.381844955,2.675328029,-0.792070346,311149,27.95809507,0.279580951,36.70037687,0.196356047,2.433979325,0.008190589,6.909478456,0.170387921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116802612,0.001168026,0.159522367,0.042999812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12076,0,0.854813812,1.832491197,0.897282193,120.9375,1.04325584,1.64426172,4.661114531,2.022544819,2.724527202,-0.789517669,321754,18.92115623,0.189211562,26.58471465,0.156634196,1.811330952,0.006095313,5.09515442,0.130088057,0.115798472,0.000488705,0.118701975,0.020389282,0,0,0,0,0,0,0,0,0.060691877,0.000480926,0.061897805,0.012846815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104575651,0.001045757,0.142479374,0.036933686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12091,0,0.894572594,1.2805317,0.996980215,7.03125,1.067241867,1.276664769,3.448576073,1.057923266,2.681510767,-0.785424007,322654,30.2400142,0.302400142,39.23949897,0.191798247,3.098127246,0.010425515,8.534863591,0.190727005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18370304,0.00183703,0.251041772,0.046027463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12100,0,1.331919195,1.425209375,1.127954353,105.46875,1.302248897,1.607571118,4.061562607,0.98559516,2.729998723,-0.780899652,310622,27.02268958,0.270226896,35.52105725,0.183962216,3.130441532,0.010534256,8.463527262,0.189195888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1459038,0.001459038,0.199291296,0.046381055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12109,0,2.04757727,1.301557595,1.550937235,12.65625,1.614638149,2.018634137,5.352403708,1.11339063,2.644684211,-0.776939902,317079,26.69925988,0.266992599,56.7553997,0.344905769,12.23260537,0.041163966,26.70093179,0.312149571,1.067339443,0.004504503,1.165359281,0.045867724,0,0,0,0,0.79793632,0.005731051,0.894333515,0.032052456,2.438912168,0.019326089,2.60116607,0.039251833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12129,0,0.993969548,1.384583095,1.096678236,157.5,1.124971704,1.518442147,4.172299267,1.393695698,2.645647955,-0.769605111,313365,28.07802856,0.280780286,36.08815968,0.18251338,2.73665823,0.009209135,7.597627491,0.182175031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141923863,0.001419239,0.194041478,0.04575607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12251,0,4.691536269,1.504063537,2.114914412,167.34375,2.444064136,3.180965651,8.012388554,1.088927741,2.652803303,-0.713889432,323659,30.40482104,0.30404821,72.72822857,0.613393122,15.91849923,0.053567376,34.36081111,0.370591274,1.226831041,0.005177607,1.346405689,0.054736034,0.320687727,0.002126841,0.40071127,0.033026771,1.450062543,0.010414844,1.636164077,0.039181273,4.213890061,0.033391122,4.538725689,0.051129173,0,0,0,0,0,0,0,0,0.084454333,0.000715414,0.084463891,0.021872863,0.294341939,0.002629902,0.301798549,0.024694993,0,0,0,0,0.44478043,0.004447804,0.566576561,0.044437536,0,0,0,0,0,0,0,0,0.322190719,0.003221907,0.433386443,0.061459607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12312,0,9.104761064,1.481914973,3.06827541,7.03125,3.4047822,4.546923272,12.84354298,1.441754348,2.78916809,-0.767119391,318770,22.53391892,0.225339189,59.13247466,0.417883461,18.65060329,0.062761188,36.47474349,0.361058628,0,0,0,0,0.769550912,0.005103758,0.97480258,0.037458719,0.537579367,0.003861079,0.618067244,0.033306115,5.098638684,0.040401924,5.495450646,0.054862053,0,0,0,0,0,0,0,0,0,0,0,0,0.196849648,0.001758822,0.201624725,0.023614314,0,0,0,0,1.073721889,0.010737219,1.364892162,0.05390576,0,0,0,0,0,0,0,0,0.19606729,0.001960673,0.262916437,0.061176554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12452,0,3.160823164,1.723717265,1.646119862,26.71875,2.006111923,2.837445225,6.832284113,1.175227031,2.954639866,-0.705243238,310724,26.65884197,0.26658842,48.62711728,0.271767867,7.404431701,0.024916669,17.48310328,0.247890409,0,0,0,0,0.743245892,0.004929299,0.905698631,0.029961296,0.329381577,0.002365731,0.371963158,0.024636273,0.875828508,0.006940119,0.932846125,0.025904141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490528997,0.00490529,0.627927808,0.037562422,0,0,0,0,0,0,0,0,0.166512781,0.001665128,0.22556379,0.050727377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12491,0,0.954210767,1.149915012,1.096678236,26.71875,1.10224266,1.261086767,3.416142056,0.973234885,3.046780876,-0.773840667,323094,26.93611383,0.269361138,40.50672948,0.209421106,4.602667317,0.015488446,11.40571982,0.200785394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42339915,0.014233992,1.815236546,0.047244626,0,0,0,0,0,0,0,0,0.229584984,0.00229585,0.311431685,0.048287548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12502,0,0.894572594,1.425209375,1.127954353,15.46875,1.067241867,1.607571118,4.693548548,1.959643972,3.056919023,-0.76957872,313765,24.11982119,0.241198212,25.32342076,0.131379138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152814749,0.001528147,0.210524932,0.043034265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12545,0,1.789145187,1.30391882,1.470731579,106.875,1.509307922,1.917714585,5.541443011,1.365810018,3.009347047,-0.75168197,311557,28.7125349,0.287125349,39.19363618,0.21443211,3.029207326,0.010193592,8.368246257,0.188993826,0,0,0,0,0,0,0,0,0,0,0,0,0.083811959,0.000664131,0.085698947,0.015954417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185812754,0.001858128,0.253457436,0.046497065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12568,0,0.854813812,2.061552596,0.797584172,120.9375,1.04325584,1.64426172,3.904957321,1.419551617,3.092935711,-0.744931563,310521,23.20662886,0.232066289,30.10802269,0.158717355,2.411668561,0.008115511,6.630656868,0.159317092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12796243,0.001279624,0.174878445,0.042246963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
